사고다발지FID,사고다발지ID,법정동코드,지점코드,시도시군구명,지점명,발생건수,사상자수,사망자수,중상자수,경상자수,부상신고자수,경도,위도,다발지역폴리곤
6789497,2022051,1159010100,11590001,서울특별시 동작구1,서울특별시 동작구 노량진동(수산시장입구교차로 부근),3,11,0,5,5,1,126.9467979,37.51344796,"{""type"":""Polygon"",""coordinates"":[[[126.94769624,37.51344796],[126.94767898,37.51330895],[126.94762786,37.51317528],[126.94754485,37.51305209],[126.94743313,37.51294411],[126.947297,37.51285549],[126.9471417,37.51278964],[126.94697318,37.5127491],[126.94679793,37.5127354],[126.94662267,37.5127491],[126.94645415,37.51278964],[126.94629885,37.51285549],[126.94616272,37.51294411],[126.946051,37.51305209],[126.94596799,37.51317528],[126.94591687,37.51330895],[126.94589961,37.51344796],[126.94591687,37.51358697],[126.94596799,37.51372064],[126.946051,37.51384383],[126.94616272,37.51395181],[126.94629885,37.51404042],[126.94645415,37.51410627],[126.94662267,37.51414682],[126.94679793,37.51416051],[126.94697318,37.51414682],[126.9471417,37.51410627],[126.947297,37.51404042],[126.94743313,37.51395181],[126.94754485,37.51384383],[126.94762786,37.51372064],[126.94767898,37.51358697],[126.94769624,37.51344796]]]}"
6792439,2022051,1159010200,11590002,서울특별시 동작구2,서울특별시 동작구 상도동(신상도초교앞교차로 부근),3,7,0,4,3,0,126.943963,37.49901297,"{""type"":""Polygon"",""coordinates"":[[[126.94486132,37.49901297],[126.94484406,37.49887394],[126.94479294,37.49874024],[126.94470992,37.49861702],[126.94459821,37.49850902],[126.94446208,37.49842039],[126.94430677,37.49835453],[126.94413826,37.49831398],[126.943963,37.49830028],[126.94378775,37.49831398],[126.94361923,37.49835453],[126.94346393,37.49842039],[126.9433278,37.49850902],[126.94321608,37.49861702],[126.94313307,37.49874024],[126.94308195,37.49887394],[126.94306469,37.49901297],[126.94308195,37.49915201],[126.94313307,37.49928571],[126.94321608,37.49940892],[126.9433278,37.49951692],[126.94346393,37.49960555],[126.94361923,37.49967141],[126.94378775,37.49971197],[126.943963,37.49972566],[126.94413826,37.49971197],[126.94430677,37.49967141],[126.94446208,37.49960555],[126.94459821,37.49951692],[126.94470992,37.49940892],[126.94479294,37.49928571],[126.94484406,37.49915201],[126.94486132,37.49901297]]]}"
6792361,2022051,1159010700,11590003,서울특별시 동작구3,서울특별시 동작구 사당동(삼원빌딩 부근),3,7,0,3,4,0,126.9824989,37.48873232,"{""type"":""Polygon"",""coordinates"":[[[126.98339717,37.48873232],[126.98337991,37.48859327],[126.98332879,37.48845955],[126.98324578,37.48833632],[126.98313406,37.48822831],[126.98299793,37.48813966],[126.98284262,37.48807379],[126.98267411,37.48803323],[126.98249885,37.48801953],[126.9823236,37.48803323],[126.98215508,37.48807379],[126.98199978,37.48813966],[126.98186365,37.48822831],[126.98175193,37.48833632],[126.98166892,37.48845955],[126.9816178,37.48859327],[126.98160054,37.48873232],[126.9816178,37.48887138],[126.98166892,37.4890051],[126.98175193,37.48912833],[126.98186365,37.48923634],[126.98199978,37.48932498],[126.98215508,37.48939085],[126.9823236,37.48943141],[126.98249885,37.48944511],[126.98267411,37.48943141],[126.98284262,37.48939085],[126.98299793,37.48932498],[126.98313406,37.48923634],[126.98324578,37.48912833],[126.98332879,37.4890051],[126.98337991,37.48887138],[126.98339717,37.48873232]]]}"
6792381,2022051,1159010100,11590004,서울특별시 동작구4,서울특별시 동작구 노량진동(노량진수산시장 부근),3,6,0,3,3,0,126.9384059,37.51593215,"{""type"":""Polygon"",""coordinates"":[[[126.93930425,37.51593215],[126.93928699,37.51579314],[126.93923587,37.51565947],[126.93915285,37.51553629],[126.93904114,37.51542831],[126.93890501,37.5153397],[126.9387497,37.51527385],[126.93858118,37.5152333],[126.93840593,37.51521961],[126.93823068,37.5152333],[126.93806216,37.51527385],[126.93790685,37.5153397],[126.93777073,37.51542831],[126.93765901,37.51553629],[126.937576,37.51565947],[126.93752488,37.51579314],[126.93750762,37.51593215],[126.93752488,37.51607115],[126.937576,37.51620482],[126.93765901,37.51632801],[126.93777073,37.51643598],[126.93790685,37.51652459],[126.93806216,37.51659043],[126.93823068,37.51663098],[126.93840593,37.51664467],[126.93858118,37.51663098],[126.9387497,37.51659043],[126.93890501,37.51652459],[126.93904114,37.51643598],[126.93915285,37.51632801],[126.93923587,37.51620482],[126.93928699,37.51607115],[126.93930425,37.51593215]]]}"
6789427,2022051,1162010200,11620001,서울특별시 관악구1,서울특별시 관악구 신림동(난곡사거리 부근),5,18,0,8,10,0,126.9142311,37.48174352,"{""type"":""Polygon"",""coordinates"":[[[126.91512937,37.48174352],[126.91511211,37.48160445],[126.91506099,37.48147073],[126.91497798,37.48134748],[126.91486626,37.48123946],[126.91473013,37.4811508],[126.91457482,37.48108493],[126.91440631,37.48104436],[126.91423105,37.48103066],[126.9140558,37.48104436],[126.91388728,37.48108493],[126.91373198,37.4811508],[126.91359585,37.48123946],[126.91348413,37.48134748],[126.91340112,37.48147073],[126.91335,37.48160445],[126.91333274,37.48174352],[126.91335,37.4818826],[126.91340112,37.48201632],[126.91348413,37.48213956],[126.91359585,37.48224759],[126.91373198,37.48233624],[126.91388728,37.48240211],[126.9140558,37.48244268],[126.91423105,37.48245638],[126.91440631,37.48244268],[126.91457482,37.48240211],[126.91473013,37.48233624],[126.91486626,37.48224759],[126.91497798,37.48213956],[126.91506099,37.48201632],[126.91511211,37.4818826],[126.91512937,37.48174352]]]}"
6792417,2022051,1162010100,11620002,서울특별시 관악구2,서울특별시 관악구 봉천동(삼양빌딩 부근),3,4,0,4,0,0,126.9347857,37.48580962,"{""type"":""Polygon"",""coordinates"":[[[126.935684,37.48580962],[126.93566674,37.48567055],[126.93561562,37.48553683],[126.93553261,37.4854136],[126.93542089,37.48530558],[126.93528477,37.48521693],[126.93512946,37.48515106],[126.93496094,37.48511049],[126.93478569,37.4850968],[126.93461044,37.48511049],[126.93444192,37.48515106],[126.93428661,37.48521693],[126.93415048,37.48530558],[126.93403877,37.4854136],[126.93395575,37.48553683],[126.93390463,37.48567055],[126.93388737,37.48580962],[126.93390463,37.48594868],[126.93395575,37.4860824],[126.93403877,37.48620564],[126.93415048,37.48631365],[126.93428661,37.4864023],[126.93444192,37.48646817],[126.93461044,37.48650873],[126.93478569,37.48652243],[126.93496094,37.48650873],[126.93512946,37.48646817],[126.93528477,37.4864023],[126.93542089,37.48631365],[126.93553261,37.48620564],[126.93561562,37.4860824],[126.93566674,37.48594868],[126.935684,37.48580962]]]}"
6792330,2022051,1162010200,11620003,서울특별시 관악구3,서울특별시 관악구 신림동(봉림교앞교차로 부근),3,3,0,3,0,0,126.9262047,37.48378527,"{""type"":""Polygon"",""coordinates"":[[[126.92710297,37.48378527],[126.92708571,37.4836462],[126.92703459,37.48351248],[126.92695158,37.48338924],[126.92683986,37.48328122],[126.92670373,37.48319256],[126.92654843,37.48312669],[126.92637991,37.48308613],[126.92620466,37.48307243],[126.9260294,37.48308613],[126.92586089,37.48312669],[126.92570558,37.48319256],[126.92556945,37.48328122],[126.92545774,37.48338924],[126.92537472,37.48351248],[126.9253236,37.4836462],[126.92530634,37.48378527],[126.9253236,37.48392434],[126.92537472,37.48405806],[126.92545774,37.4841813],[126.92556945,37.48428932],[126.92570558,37.48437797],[126.92586089,37.48444384],[126.9260294,37.4844844],[126.92620466,37.4844981],[126.92637991,37.4844844],[126.92654843,37.48444384],[126.92670373,37.48437797],[126.92683986,37.48428932],[126.92695158,37.4841813],[126.92703459,37.48405806],[126.92708571,37.48392434],[126.92710297,37.48378527]]]}"
6789432,2022051,1165010700,11650001,서울특별시 서초구1,서울특별시 서초구 반포동(서래마을입구 부근),4,12,0,5,7,0,126.99826,37.49997716,"{""type"":""Polygon"",""coordinates"":[[[126.99915829,37.49997716],[126.99914103,37.49983812],[126.99908991,37.49970443],[126.99900689,37.49958121],[126.99889518,37.49947321],[126.99875905,37.49938458],[126.99860374,37.49931872],[126.99843522,37.49927817],[126.99825997,37.49926447],[126.99808472,37.49927817],[126.9979162,37.49931872],[126.99776089,37.49938458],[126.99762477,37.49947321],[126.99751305,37.49958121],[126.99743004,37.49970443],[126.99737892,37.49983812],[126.99736166,37.49997716],[126.99737892,37.50011619],[126.99743004,37.50024989],[126.99751305,37.5003731],[126.99762477,37.5004811],[126.99776089,37.50056973],[126.9979162,37.50063559],[126.99808472,37.50067614],[126.99825997,37.50068984],[126.99843522,37.50067614],[126.99860374,37.50063559],[126.99875905,37.50056973],[126.99889518,37.5004811],[126.99900689,37.5003731],[126.99908991,37.50024989],[126.99914103,37.50011619],[126.99915829,37.49997716]]]}"
6789434,2022051,1165010600,11650002,서울특별시 서초구2,서울특별시 서초구 잠원동(신사역사거리 부근),4,10,0,4,5,1,127.019652,37.51611024,"{""type"":""Polygon"",""coordinates"":[[[127.02055033,37.51611024],[127.02053307,37.51597123],[127.02048195,37.51583756],[127.02039894,37.51571438],[127.02028722,37.5156064],[127.02015109,37.51551779],[127.01999579,37.51545194],[127.01982727,37.5154114],[127.01965202,37.51539771],[127.01947677,37.5154114],[127.01930825,37.51545194],[127.01915294,37.51551779],[127.01901681,37.5156064],[127.0189051,37.51571438],[127.01882208,37.51583756],[127.01877096,37.51597123],[127.0187537,37.51611024],[127.01877096,37.51624924],[127.01882208,37.51638291],[127.0189051,37.5165061],[127.01901681,37.51661407],[127.01915294,37.51670268],[127.01930825,37.51676852],[127.01947677,37.51680907],[127.01965202,37.51682276],[127.01982727,37.51680907],[127.01999579,37.51676852],[127.02015109,37.51670268],[127.02028722,37.51661407],[127.02039894,37.5165061],[127.02048195,37.51638291],[127.02053307,37.51624924],[127.02055033,37.51611024]]]}"
6792427,2022051,1165010600,11650003,서울특별시 서초구3,서울특별시 서초구 잠원동(원빌딩 부근),3,7,1,5,1,0,127.0210375,37.51178935,"{""type"":""Polygon"",""coordinates"":[[[127.02193585,37.51178935],[127.02191858,37.51165034],[127.02186747,37.51151666],[127.02178445,37.51139347],[127.02167274,37.51128549],[127.02153661,37.51119687],[127.0213813,37.51113102],[127.02121278,37.51109047],[127.02103753,37.51107678],[127.02086228,37.51109047],[127.02069376,37.51113102],[127.02053845,37.51119687],[127.02040233,37.51128549],[127.02029061,37.51139347],[127.0202076,37.51151666],[127.02015648,37.51165034],[127.02013921,37.51178935],[127.02015648,37.51192837],[127.0202076,37.51206204],[127.02029061,37.51218523],[127.02040233,37.51229321],[127.02053845,37.51238183],[127.02069376,37.51244768],[127.02086228,37.51248823],[127.02103753,37.51250192],[127.02121278,37.51248823],[127.0213813,37.51244768],[127.02153661,37.51238183],[127.02167274,37.51229321],[127.02178445,37.51218523],[127.02186747,37.51206204],[127.02191858,37.51192837],[127.02193585,37.51178935]]]}"
6792409,2022051,1165010200,11650004,서울특별시 서초구4,서울특별시 서초구 양재동(KT연구개발본부앞교차1 부근),3,9,0,6,3,0,127.0319289,37.47091127,"{""type"":""Polygon"",""coordinates"":[[[127.03282726,37.47091127],[127.03281,37.47077217],[127.03275888,37.47063843],[127.03267587,37.47051517],[127.03256415,37.47040713],[127.03242802,37.47031846],[127.03227272,37.47025258],[127.0321042,37.470212],[127.03192895,37.4701983],[127.03175369,37.470212],[127.03158518,37.47025258],[127.03142987,37.47031846],[127.03129374,37.47040713],[127.03118202,37.47051517],[127.03109901,37.47063843],[127.03104789,37.47077217],[127.03103063,37.47091127],[127.03104789,37.47105036],[127.03109901,37.4711841],[127.03118202,37.47130736],[127.03129374,37.4714154],[127.03142987,37.47150407],[127.03158518,37.47156995],[127.03175369,37.47161052],[127.03192895,37.47162422],[127.0321042,37.47161052],[127.03227272,37.47156995],[127.03242802,37.47150407],[127.03256415,37.4714154],[127.03267587,37.47130736],[127.03275888,37.4711841],[127.03281,37.47105036],[127.03282726,37.47091127]]]}"
6789656,2022051,1165010700,11650005,서울특별시 서초구5,서울특별시 서초구 반포동(반포본동삼거리 부근),3,4,0,4,0,0,126.9862607,37.50100721,"{""type"":""Polygon"",""coordinates"":[[[126.98715906,37.50100721],[126.9871418,37.50086818],[126.98709068,37.50073448],[126.98700767,37.50061127],[126.98689595,37.50050327],[126.98675982,37.50041464],[126.98660451,37.50034879],[126.986436,37.50030823],[126.98626074,37.50029454],[126.98608549,37.50030823],[126.98591697,37.50034879],[126.98576167,37.50041464],[126.98562554,37.50050327],[126.98551382,37.50061127],[126.98543081,37.50073448],[126.98537969,37.50086818],[126.98536243,37.50100721],[126.98537969,37.50114625],[126.98543081,37.50127994],[126.98551382,37.50140315],[126.98562554,37.50151114],[126.98576167,37.50159977],[126.98591697,37.50166563],[126.98608549,37.50170619],[126.98626074,37.50171988],[126.986436,37.50170619],[126.98660451,37.50166563],[126.98675982,37.50159977],[126.98689595,37.50151114],[126.98700767,37.50140315],[126.98709068,37.50127994],[126.9871418,37.50114625],[126.98715906,37.50100721]]]}"
6792438,2022051,1165010700,11650006,서울특별시 서초구6,서울특별시 서초구 반포동(필립스전자 부근),3,4,0,3,1,0,126.993972,37.49833642,"{""type"":""Polygon"",""coordinates"":[[[126.99487028,37.49833642],[126.99485302,37.49819738],[126.9948019,37.49806369],[126.99471888,37.49794047],[126.99460717,37.49783247],[126.99447104,37.49774383],[126.99431573,37.49767797],[126.99414722,37.49763742],[126.99397196,37.49762372],[126.99379671,37.49763742],[126.99362819,37.49767797],[126.99347289,37.49774383],[126.99333676,37.49783247],[126.99322504,37.49794047],[126.99314203,37.49806369],[126.99309091,37.49819738],[126.99307365,37.49833642],[126.99309091,37.49847546],[126.99314203,37.49860916],[126.99322504,37.49873238],[126.99333676,37.49884037],[126.99347289,37.49892901],[126.99362819,37.49899487],[126.99379671,37.49903542],[126.99397196,37.49904912],[126.99414722,37.49903542],[126.99431573,37.49899487],[126.99447104,37.49892901],[126.99460717,37.49884037],[126.99471888,37.49873238],[126.9948019,37.49860916],[126.99485302,37.49847546],[126.99487028,37.49833642]]]}"
6789428,2022051,1168010400,11680001,서울특별시 강남구1,서울특별시 강남구 청담동(청담사거리 부근),6,9,0,7,2,0,127.0474393,37.52433218,"{""type"":""Polygon"",""coordinates"":[[[127.0483376,37.52433218],[127.04832034,37.52419319],[127.04826922,37.52405954],[127.0481862,37.52393637],[127.04807449,37.5238284],[127.04793836,37.5237398],[127.04778305,37.52367396],[127.04761453,37.52363342],[127.04743928,37.52361973],[127.04726403,37.52363342],[127.04709551,37.52367396],[127.0469402,37.5237398],[127.04680408,37.5238284],[127.04669236,37.52393637],[127.04660935,37.52405954],[127.04655823,37.52419319],[127.04654097,37.52433218],[127.04655823,37.52447117],[127.04660935,37.52460482],[127.04669236,37.524728],[127.04680408,37.52483596],[127.0469402,37.52492456],[127.04709551,37.5249904],[127.04726403,37.52503094],[127.04743928,37.52504463],[127.04761453,37.52503094],[127.04778305,37.5249904],[127.04793836,37.52492456],[127.04807449,37.52483596],[127.0481862,37.524728],[127.04826922,37.52460482],[127.04832034,37.52447117],[127.0483376,37.52433218]]]}"
6789424,2022051,1168010400,11680002,서울특별시 강남구2,서울특별시 강남구 청담동(청담스퀘어 부근),6,10,0,6,4,0,127.0415601,37.52340815,"{""type"":""Polygon"",""coordinates"":[[[127.04245838,37.52340815],[127.04244111,37.52326916],[127.04239,37.52313551],[127.04230698,37.52301233],[127.04219527,37.52290437],[127.04205914,37.52281576],[127.04190383,37.52274992],[127.04173531,37.52270938],[127.04156006,37.52269569],[127.04138481,37.52270938],[127.04121629,37.52274992],[127.04106098,37.52281576],[127.04092486,37.52290437],[127.04081314,37.52301233],[127.04073013,37.52313551],[127.04067901,37.52326916],[127.04066174,37.52340815],[127.04067901,37.52354715],[127.04073013,37.5236808],[127.04081314,37.52380397],[127.04092486,37.52391193],[127.04106098,37.52400054],[127.04121629,37.52406637],[127.04138481,37.52410692],[127.04156006,37.52412061],[127.04173531,37.52410692],[127.04190383,37.52406637],[127.04205914,37.52400054],[127.04219527,37.52391193],[127.04230698,37.52380397],[127.04239,37.5236808],[127.04244111,37.52354715],[127.04245838,37.52340815]]]}"
6789453,2022051,1168010100,11680003,서울특별시 강남구3,서울특별시 강남구 역삼동(경복아파트교차로 부근),5,18,0,10,8,0,127.0382562,37.50861303,"{""type"":""Polygon"",""coordinates"":[[[127.03915447,37.50861303],[127.03913721,37.50847401],[127.03908609,37.50834033],[127.03900307,37.50821713],[127.03889136,37.50810915],[127.03875523,37.50802053],[127.03859992,37.50795467],[127.0384314,37.50791412],[127.03825615,37.50790043],[127.0380809,37.50791412],[127.03791238,37.50795467],[127.03775707,37.50802053],[127.03762095,37.50810915],[127.03750923,37.50821713],[127.03742622,37.50834033],[127.0373751,37.50847401],[127.03735784,37.50861303],[127.0373751,37.50875205],[127.03742622,37.50888573],[127.03750923,37.50900893],[127.03762095,37.50911691],[127.03775707,37.50920554],[127.03791238,37.50927139],[127.0380809,37.50931194],[127.03825615,37.50932563],[127.0384314,37.50931194],[127.03859992,37.50927139],[127.03875523,37.50920554],[127.03889136,37.50911691],[127.03900307,37.50900893],[127.03908609,37.50888573],[127.03913721,37.50875205],[127.03915447,37.50861303]]]}"
6789449,2022051,1168010400,11680004,서울특별시 강남구4,서울특별시 강남구 청담동(영동대교남단교차로 부근),5,9,0,7,1,1,127.0544525,37.52489966,"{""type"":""Polygon"",""coordinates"":[[[127.0553508,37.52489966],[127.05533354,37.52476067],[127.05528242,37.52462702],[127.05519941,37.52450385],[127.05508769,37.52439589],[127.05495157,37.52430728],[127.05479626,37.52424145],[127.05462774,37.5242009],[127.05445249,37.52418721],[127.05427724,37.5242009],[127.05410872,37.52424145],[127.05395341,37.52430728],[127.05381728,37.52439589],[127.05370557,37.52450385],[127.05362255,37.52462702],[127.05357143,37.52476067],[127.05355417,37.52489966],[127.05357143,37.52503865],[127.05362255,37.5251723],[127.05370557,37.52529547],[127.05381728,37.52540343],[127.05395341,37.52549203],[127.05410872,37.52555787],[127.05427724,37.52559841],[127.05445249,37.5256121],[127.05462774,37.52559841],[127.05479626,37.52555787],[127.05495157,37.52549203],[127.05508769,37.52540343],[127.05519941,37.52529547],[127.05528242,37.5251723],[127.05533354,37.52503865],[127.0553508,37.52489966]]]}"
6789435,2022051,1168010800,11680005,서울특별시 강남구5,서울특별시 강남구 논현동(교보타워사거리 부근),5,8,0,5,3,0,127.0244777,37.5045924,"{""type"":""Polygon"",""coordinates"":[[[127.02537605,37.5045924],[127.02535879,37.50445337],[127.02530767,37.50431968],[127.02522466,37.50419647],[127.02511294,37.50408848],[127.02497681,37.50399986],[127.02482151,37.503934],[127.02465299,37.50389345],[127.02447774,37.50387975],[127.02430248,37.50389345],[127.02413397,37.503934],[127.02397866,37.50399986],[127.02384253,37.50408848],[127.02373081,37.50419647],[127.0236478,37.50431968],[127.02359668,37.50445337],[127.02357942,37.5045924],[127.02359668,37.50473142],[127.0236478,37.50486511],[127.02373081,37.50498831],[127.02384253,37.5050963],[127.02397866,37.50518493],[127.02413397,37.50525078],[127.02430248,37.50529134],[127.02447774,37.50530503],[127.02465299,37.50529134],[127.02482151,37.50525078],[127.02497681,37.50518493],[127.02511294,37.5050963],[127.02522466,37.50498831],[127.02530767,37.50486511],[127.02535879,37.50473142],[127.02537605,37.5045924]]]}"
6790529,2022051,1168010400,11680006,서울특별시 강남구6,서울특별시 강남구 청담동(경기고교앞교차로 부근),4,8,1,5,2,0,127.0569678,37.52058261,"{""type"":""Polygon"",""coordinates"":[[[127.05786611,37.52058261],[127.05784885,37.52044361],[127.05779773,37.52030996],[127.05771472,37.52018678],[127.057603,37.52007881],[127.05746687,37.5199902],[127.05731156,37.51992436],[127.05714305,37.51988382],[127.05696779,37.51987013],[127.05679254,37.51988382],[127.05662402,37.51992436],[127.05646872,37.5199902],[127.05633259,37.52007881],[127.05622087,37.52018678],[127.05613786,37.52030996],[127.05608674,37.52044361],[127.05606948,37.52058261],[127.05608674,37.52072161],[127.05613786,37.52085527],[127.05622087,37.52097845],[127.05633259,37.52108641],[127.05646872,37.52117502],[127.05662402,37.52124086],[127.05679254,37.5212814],[127.05696779,37.5212951],[127.05714305,37.5212814],[127.05731156,37.52124086],[127.05746687,37.52117502],[127.057603,37.52108641],[127.05771472,37.52097845],[127.05779773,37.52085527],[127.05784885,37.52072161],[127.05786611,37.52058261]]]}"
6789489,2022051,1168010800,11680007,서울특별시 강남구7,서울특별시 강남구 논현동(한국산업경제연구원 부근),4,12,0,5,7,0,127.0411482,37.51673652,"{""type"":""Polygon"",""coordinates"":[[[127.04204656,37.51673652],[127.04202929,37.51659751],[127.04197818,37.51646385],[127.04189516,37.51634066],[127.04178344,37.51623269],[127.04164732,37.51614408],[127.04149201,37.51607823],[127.04132349,37.51603768],[127.04114824,37.51602399],[127.04097299,37.51603768],[127.04080447,37.51607823],[127.04064916,37.51614408],[127.04051304,37.51623269],[127.04040132,37.51634066],[127.0403183,37.51646385],[127.04026719,37.51659751],[127.04024992,37.51673652],[127.04026719,37.51687552],[127.0403183,37.51700919],[127.04040132,37.51713237],[127.04051304,37.51724035],[127.04064916,37.51732896],[127.04080447,37.5173948],[127.04097299,37.51743535],[127.04114824,37.51744904],[127.04132349,37.51743535],[127.04149201,37.5173948],[127.04164732,37.51732896],[127.04178344,37.51724035],[127.04189516,37.51713237],[127.04197818,37.51700919],[127.04202929,37.51687552],[127.04204656,37.51673652]]]}"
6789451,2022051,1168010400,11680008,서울특별시 강남구8,서울특별시 강남구 청담동(학동사거리 부근),4,5,0,4,1,0,127.0392989,37.52303881,"{""type"":""Polygon"",""coordinates"":[[[127.04019726,37.52303881],[127.04018,37.52289982],[127.04012888,37.52276616],[127.04004587,37.52264299],[127.03993415,37.52253502],[127.03979802,37.52244642],[127.03964272,37.52238058],[127.0394742,37.52234004],[127.03929895,37.52232635],[127.03912369,37.52234004],[127.03895518,37.52238058],[127.03879987,37.52244642],[127.03866374,37.52253502],[127.03855202,37.52264299],[127.03846901,37.52276616],[127.03841789,37.52289982],[127.03840063,37.52303881],[127.03841789,37.5231778],[127.03846901,37.52331146],[127.03855202,37.52343463],[127.03866374,37.5235426],[127.03879987,37.5236312],[127.03895518,37.52369704],[127.03912369,37.52373758],[127.03929895,37.52375127],[127.0394742,37.52373758],[127.03964272,37.52369704],[127.03979802,37.5236312],[127.03993415,37.5235426],[127.04004587,37.52343463],[127.04012888,37.52331146],[127.04018,37.5231778],[127.04019726,37.52303881]]]}"
6790537,2022051,1168010100,11680009,서울특별시 강남구9,서울특별시 강남구 역삼동(개나리아파트앞교차로 부근),3,6,0,6,0,0,127.0444284,37.49836151,"{""type"":""Polygon"",""coordinates"":[[[127.0453267,37.49836151],[127.04530943,37.49822247],[127.04525832,37.49808877],[127.0451753,37.49796556],[127.04506359,37.49785756],[127.04492746,37.49776892],[127.04477215,37.49770306],[127.04460363,37.4976625],[127.04442838,37.49764881],[127.04425313,37.4976625],[127.04408461,37.49770306],[127.0439293,37.49776892],[127.04379318,37.49785756],[127.04368146,37.49796556],[127.04359845,37.49808877],[127.04354733,37.49822247],[127.04353007,37.49836151],[127.04354733,37.49850055],[127.04359845,37.49863425],[127.04368146,37.49875746],[127.04379318,37.49886546],[127.0439293,37.49895409],[127.04408461,37.49901995],[127.04425313,37.49906051],[127.04442838,37.4990742],[127.04460363,37.49906051],[127.04477215,37.49901995],[127.04492746,37.49895409],[127.04506359,37.49886546],[127.0451753,37.49875746],[127.04525832,37.49863425],[127.04530943,37.49850055],[127.0453267,37.49836151]]]}"
6792388,2022051,1168010800,11680010,서울특별시 강남구10,서울특별시 강남구 논현동(한국건설기술회관 부근),3,7,0,5,2,0,127.0348249,37.51454853,"{""type"":""Polygon"",""coordinates"":[[[127.03572322,37.51454853],[127.03570596,37.51440952],[127.03565484,37.51427585],[127.03557183,37.51415266],[127.03546011,37.51404468],[127.03532399,37.51395607],[127.03516868,37.51389022],[127.03500016,37.51384967],[127.03482491,37.51383598],[127.03464966,37.51384967],[127.03448114,37.51389022],[127.03432583,37.51395607],[127.0341897,37.51404468],[127.03407799,37.51415266],[127.03399497,37.51427585],[127.03394385,37.51440952],[127.03392659,37.51454853],[127.03394385,37.51468754],[127.03399497,37.5148212],[127.03407799,37.51494439],[127.0341897,37.51505237],[127.03432583,37.51514098],[127.03448114,37.51520683],[127.03464966,37.51524737],[127.03482491,37.51526107],[127.03500016,37.51524737],[127.03516868,37.51520683],[127.03532399,37.51514098],[127.03546011,37.51505237],[127.03557183,37.51494439],[127.03565484,37.5148212],[127.03570596,37.51468754],[127.03572322,37.51454853]]]}"
6789591,2022051,1168010100,11680011,서울특별시 강남구11,서울특별시 강남구 역삼동(르네상스호텔사거리 부근),3,5,0,4,1,0,127.042593,37.50250067,"{""type"":""Polygon"",""coordinates"":[[[127.04349134,37.50250067],[127.04347408,37.50236164],[127.04342296,37.50222795],[127.04333995,37.50210474],[127.04322823,37.50199674],[127.04309211,37.50190811],[127.0429368,37.50184226],[127.04276828,37.5018017],[127.04259303,37.50178801],[127.04241778,37.5018017],[127.04224926,37.50184226],[127.04209395,37.50190811],[127.04195782,37.50199674],[127.04184611,37.50210474],[127.04176309,37.50222795],[127.04171197,37.50236164],[127.04169471,37.50250067],[127.04171197,37.5026397],[127.04176309,37.50277339],[127.04184611,37.5028966],[127.04195782,37.50300459],[127.04209395,37.50309322],[127.04224926,37.50315908],[127.04241778,37.50319963],[127.04259303,37.50321332],[127.04276828,37.50319963],[127.0429368,37.50315908],[127.04309211,37.50309322],[127.04322823,37.50300459],[127.04333995,37.5028966],[127.04342296,37.50277339],[127.04347408,37.5026397],[127.04349134,37.50250067]]]}"
6789567,2022051,1168011100,11680012,서울특별시 강남구12,서울특별시 강남구 세곡동(세곡동12214 부근),3,9,0,3,6,0,127.1081804,37.46541997,"{""type"":""Polygon"",""coordinates"":[[[127.10907871,37.46541997],[127.10906144,37.46528087],[127.10901033,37.46514711],[127.10892731,37.46502384],[127.1088156,37.4649158],[127.10867947,37.46482712],[127.10852416,37.46476123],[127.10835564,37.46472066],[127.10818039,37.46470696],[127.10800514,37.46472066],[127.10783662,37.46476123],[127.10768131,37.46482712],[127.10754519,37.4649158],[127.10743347,37.46502384],[127.10735046,37.46514711],[127.10729934,37.46528087],[127.10728208,37.46541997],[127.10729934,37.46555907],[127.10735046,37.46569283],[127.10743347,37.4658161],[127.10754519,37.46592415],[127.10768131,37.46601282],[127.10783662,37.46607871],[127.10800514,37.46611928],[127.10818039,37.46613298],[127.10835564,37.46611928],[127.10852416,37.46607871],[127.10867947,37.46601282],[127.1088156,37.46592415],[127.10892731,37.4658161],[127.10901033,37.46569283],[127.10906144,37.46555907],[127.10907871,37.46541997]]]}"
6789556,2022051,1168010700,11680013,서울특별시 강남구13,서울특별시 강남구 신사동(성수대교남단교차로 부근),3,8,0,3,5,0,127.0340541,37.52932772,"{""type"":""Polygon"",""coordinates"":[[[127.03495239,37.52932772],[127.03493513,37.52918874],[127.03488401,37.5290551],[127.03480099,37.52893193],[127.03468928,37.52882397],[127.03455315,37.52873538],[127.03439784,37.52866954],[127.03422933,37.528629],[127.03405407,37.52861532],[127.03387882,37.528629],[127.0337103,37.52866954],[127.033555,37.52873538],[127.03341887,37.52882397],[127.03330715,37.52893193],[127.03322414,37.5290551],[127.03317302,37.52918874],[127.03315576,37.52932772],[127.03317302,37.5294667],[127.03322414,37.52960034],[127.03330715,37.52972351],[127.03341887,37.52983146],[127.033555,37.52992006],[127.0337103,37.52998589],[127.03387882,37.53002643],[127.03405407,37.53004012],[127.03422933,37.53002643],[127.03439784,37.52998589],[127.03455315,37.52992006],[127.03468928,37.52983146],[127.03480099,37.52972351],[127.03488401,37.52960034],[127.03493513,37.5294667],[127.03495239,37.52932772]]]}"
